dir,object,section,size_hex,size_dec,addr_hex
ex5_no_opt,itron-528262448061405f.itron.a156bf51bbd98ffe-cgu.0.rcgu.o,.text,0x0,0,0x0
ex5_no_opt,itron-528262448061405f.itron.a156bf51bbd98ffe-cgu.0.rcgu.o,.text._RNvCsgYTF1aGAkck_7___rustc17rust_begin_unwind,0x4,4,0x0
ex5_no_opt,itron-528262448061405f.itron.a156bf51bbd98ffe-cgu.0.rcgu.o,.ARM.exidx.text._RNvCsgYTF1aGAkck_7___rustc17rust_begin_unwind,0x8,8,0x0
ex5_no_opt,itron-528262448061405f.itron.a156bf51bbd98ffe-cgu.0.rcgu.o,.text.tecs_rust_start_r_processor1_symmetric_task1,0xc8,200,0x0
ex5_no_opt,itron-528262448061405f.itron.a156bf51bbd98ffe-cgu.0.rcgu.o,.ARM.exidx.text.tecs_rust_start_r_processor1_symmetric_task1,0x8,8,0x0
ex5_no_opt,itron-528262448061405f.itron.a156bf51bbd98ffe-cgu.0.rcgu.o,.text.tecs_rust_start_r_processor1_symmetric_task2,0xc8,200,0x0
ex5_no_opt,itron-528262448061405f.itron.a156bf51bbd98ffe-cgu.0.rcgu.o,.ARM.exidx.text.tecs_rust_start_r_processor1_symmetric_task2,0x8,8,0x0
ex5_no_opt,itron-528262448061405f.itron.a156bf51bbd98ffe-cgu.0.rcgu.o,.text.tecs_rust_start_r_processor1_symmetric_task3,0xc8,200,0x0
ex5_no_opt,itron-528262448061405f.itron.a156bf51bbd98ffe-cgu.0.rcgu.o,.ARM.exidx.text.tecs_rust_start_r_processor1_symmetric_task3,0x8,8,0x0
ex5_no_opt,itron-528262448061405f.itron.a156bf51bbd98ffe-cgu.0.rcgu.o,.text.tecs_rust_start_r_processor1_symmetric_task4,0xc8,200,0x0
ex5_no_opt,itron-528262448061405f.itron.a156bf51bbd98ffe-cgu.0.rcgu.o,.ARM.exidx.text.tecs_rust_start_r_processor1_symmetric_task4,0x8,8,0x0
ex5_no_opt,itron-528262448061405f.itron.a156bf51bbd98ffe-cgu.0.rcgu.o,.text.tecs_rust_start_r_processor2_symmetric_task2,0xc8,200,0x0
ex5_no_opt,itron-528262448061405f.itron.a156bf51bbd98ffe-cgu.0.rcgu.o,.ARM.exidx.text.tecs_rust_start_r_processor2_symmetric_task2,0x8,8,0x0
ex5_no_opt,itron-528262448061405f.itron.a156bf51bbd98ffe-cgu.0.rcgu.o,.text.tecs_rust_start_r_processor2_symmetric_task3,0xc8,200,0x0
ex5_no_opt,itron-528262448061405f.itron.a156bf51bbd98ffe-cgu.0.rcgu.o,.ARM.exidx.text.tecs_rust_start_r_processor2_symmetric_task3,0x8,8,0x0
ex5_no_opt,itron-528262448061405f.itron.a156bf51bbd98ffe-cgu.0.rcgu.o,.rodata.str1.1,0x1c,28,0x0
ex5_no_opt,itron-528262448061405f.itron.a156bf51bbd98ffe-cgu.0.rcgu.o,.bss._ZN5itron13tecs_celltype10t_taskbody33RPROCESSOR1SYMMETRIC_TASKBODY1VAR17h237a449069eff965E.0,0x4,4,0x0
ex5_no_opt,itron-528262448061405f.itron.a156bf51bbd98ffe-cgu.0.rcgu.o,.bss._ZN5itron13tecs_celltype10t_taskbody33RPROCESSOR1SYMMETRIC_TASKBODY2VAR17he272aecbc2e6d5e6E.0,0x4,4,0x0
ex5_no_opt,itron-528262448061405f.itron.a156bf51bbd98ffe-cgu.0.rcgu.o,.bss._ZN5itron13tecs_celltype10t_taskbody33RPROCESSOR1SYMMETRIC_TASKBODY3VAR17h2a47887b862437c0E.0,0x4,4,0x0
ex5_no_opt,itron-528262448061405f.itron.a156bf51bbd98ffe-cgu.0.rcgu.o,.bss._ZN5itron13tecs_celltype10t_taskbody33RPROCESSOR1SYMMETRIC_TASKBODY4VAR17h8ce86e17d2037172E.0,0x4,4,0x0
ex5_no_opt,itron-528262448061405f.itron.a156bf51bbd98ffe-cgu.0.rcgu.o,.bss._ZN5itron13tecs_celltype10t_taskbody33RPROCESSOR2SYMMETRIC_TASKBODY2VAR17h814fdcf88d915bbcE.0,0x4,4,0x0
ex5_no_opt,itron-528262448061405f.itron.a156bf51bbd98ffe-cgu.0.rcgu.o,.bss._ZN5itron13tecs_celltype10t_taskbody33RPROCESSOR2SYMMETRIC_TASKBODY3VAR17h8d71ef418a2a142bE.0,0x4,4,0x0
ex5_no_opt,itron-528262448061405f.itron.a156bf51bbd98ffe-cgu.0.rcgu.o,.comment,0x35,53,0x0
ex5_no_opt,itron-528262448061405f.itron.a156bf51bbd98ffe-cgu.0.rcgu.o,.note.GNU-stack,0x0,0,0x0
ex5_no_opt,itron-528262448061405f.itron.a156bf51bbd98ffe-cgu.0.rcgu.o,.ARM.attributes,0x34,52,0x0
ex5_no_opt,itron-528262448061405f.itron.a156bf51bbd98ffe-cgu.0.rcgu.o,Total,0x589,1417,
ex5_no_opt,itron-fbcb73bf0b635dd5.itron.68e737fdf62a80e5-cgu.0.rcgu.o,.text,0x0,0,0x0
ex5_no_opt,itron-fbcb73bf0b635dd5.itron.68e737fdf62a80e5-cgu.0.rcgu.o,.text._ZN4core3fmt3num50_$LT$impl$u20$core..fmt..Debug$u20$for$u20$i32$GT$3fmt17h7a0e08473eadbc5bE,0x20,32,0x0
ex5_no_opt,itron-fbcb73bf0b635dd5.itron.68e737fdf62a80e5-cgu.0.rcgu.o,.ARM.exidx.text._ZN4core3fmt3num50_$LT$impl$u20$core..fmt..Debug$u20$for$u20$i32$GT$3fmt17h7a0e08473eadbc5bE,0x8,8,0x0
ex5_no_opt,itron-fbcb73bf0b635dd5.itron.68e737fdf62a80e5-cgu.0.rcgu.o,.text._ZN75_$LT$core..num..nonzero..NonZero$LT$T$GT$$u20$as$u20$core..fmt..Display$GT$3fmt17h850f84802fa3eaddE,0x20,32,0x0
ex5_no_opt,itron-fbcb73bf0b635dd5.itron.68e737fdf62a80e5-cgu.0.rcgu.o,.ARM.exidx.text._ZN75_$LT$core..num..nonzero..NonZero$LT$T$GT$$u20$as$u20$core..fmt..Display$GT$3fmt17h850f84802fa3eaddE,0x8,8,0x0
ex5_no_opt,itron-fbcb73bf0b635dd5.itron.68e737fdf62a80e5-cgu.0.rcgu.o,.text._ZN60_$LT$itron..error..ErrorCode$u20$as$u20$core..fmt..Debug$GT$3fmt17hf3b2cd5bb64ff3e9E,0x2c4,708,0x0
ex5_no_opt,itron-fbcb73bf0b635dd5.itron.68e737fdf62a80e5-cgu.0.rcgu.o,.ARM.exidx.text._ZN60_$LT$itron..error..ErrorCode$u20$as$u20$core..fmt..Debug$GT$3fmt17hf3b2cd5bb64ff3e9E,0x8,8,0x0
ex5_no_opt,itron-fbcb73bf0b635dd5.itron.68e737fdf62a80e5-cgu.0.rcgu.o,.text._ZN67_$LT$itron..dataqueue..DataqueueRef$u20$as$u20$core..fmt..Debug$GT$3fmt17h5b31219d7835aa6dE,0x58,88,0x0
ex5_no_opt,itron-fbcb73bf0b635dd5.itron.68e737fdf62a80e5-cgu.0.rcgu.o,.ARM.exidx.text._ZN67_$LT$itron..dataqueue..DataqueueRef$u20$as$u20$core..fmt..Debug$GT$3fmt17h5b31219d7835aa6dE,0x8,8,0x0
ex5_no_opt,itron-fbcb73bf0b635dd5.itron.68e737fdf62a80e5-cgu.0.rcgu.o,.text._ZN69_$LT$itron..memorypool..MemoryPoolRef$u20$as$u20$core..fmt..Debug$GT$3fmt17h802347f6fdaf37b2E,0x58,88,0x0
ex5_no_opt,itron-fbcb73bf0b635dd5.itron.68e737fdf62a80e5-cgu.0.rcgu.o,.ARM.exidx.text._ZN69_$LT$itron..memorypool..MemoryPoolRef$u20$as$u20$core..fmt..Debug$GT$3fmt17h802347f6fdaf37b2E,0x8,8,0x0
ex5_no_opt,itron-fbcb73bf0b635dd5.itron.68e737fdf62a80e5-cgu.0.rcgu.o,.text._ZN59_$LT$itron..mutex..MutexRef$u20$as$u20$core..fmt..Debug$GT$3fmt17h6a8d309fd5365a8bE,0x58,88,0x0
ex5_no_opt,itron-fbcb73bf0b635dd5.itron.68e737fdf62a80e5-cgu.0.rcgu.o,.ARM.exidx.text._ZN59_$LT$itron..mutex..MutexRef$u20$as$u20$core..fmt..Debug$GT$3fmt17h6a8d309fd5365a8bE,0x8,8,0x0
ex5_no_opt,itron-fbcb73bf0b635dd5.itron.68e737fdf62a80e5-cgu.0.rcgu.o,.text._ZN64_$LT$itron..processor..Processor$u20$as$u20$core..fmt..Debug$GT$3fmt17hc75d9d03a1c196fbE,0x64,100,0x0
ex5_no_opt,itron-fbcb73bf0b635dd5.itron.68e737fdf62a80e5-cgu.0.rcgu.o,.ARM.exidx.text._ZN64_$LT$itron..processor..Processor$u20$as$u20$core..fmt..Debug$GT$3fmt17hc75d9d03a1c196fbE,0x8,8,0x0
ex5_no_opt,itron-fbcb73bf0b635dd5.itron.68e737fdf62a80e5-cgu.0.rcgu.o,.text._ZN67_$LT$itron..semaphore..SemaphoreRef$u20$as$u20$core..fmt..Debug$GT$3fmt17haf2e3079afc34cfaE,0x58,88,0x0
ex5_no_opt,itron-fbcb73bf0b635dd5.itron.68e737fdf62a80e5-cgu.0.rcgu.o,.ARM.exidx.text._ZN67_$LT$itron..semaphore..SemaphoreRef$u20$as$u20$core..fmt..Debug$GT$3fmt17haf2e3079afc34cfaE,0x8,8,0x0
ex5_no_opt,itron-fbcb73bf0b635dd5.itron.68e737fdf62a80e5-cgu.0.rcgu.o,.text._ZN57_$LT$itron..task..TaskRef$u20$as$u20$core..fmt..Debug$GT$3fmt17h29082a565a1f7a0fE,0x58,88,0x0
ex5_no_opt,itron-fbcb73bf0b635dd5.itron.68e737fdf62a80e5-cgu.0.rcgu.o,.ARM.exidx.text._ZN57_$LT$itron..task..TaskRef$u20$as$u20$core..fmt..Debug$GT$3fmt17h29082a565a1f7a0fE,0x8,8,0x0
ex5_no_opt,itron-fbcb73bf0b635dd5.itron.68e737fdf62a80e5-cgu.0.rcgu.o,.text._ZN5itron4task7current17he5bb96fe6f36c460E,0x4c,76,0x0
ex5_no_opt,itron-fbcb73bf0b635dd5.itron.68e737fdf62a80e5-cgu.0.rcgu.o,.ARM.exidx.text._ZN5itron4task7current17he5bb96fe6f36c460E,0x8,8,0x0
ex5_no_opt,itron-fbcb73bf0b635dd5.itron.68e737fdf62a80e5-cgu.0.rcgu.o,.rodata..Lanon.cdcacac2f3e4733548ac1a094073207f.0,0x5,5,0x0
ex5_no_opt,itron-fbcb73bf0b635dd5.itron.68e737fdf62a80e5-cgu.0.rcgu.o,.rodata..Lanon.cdcacac2f3e4733548ac1a094073207f.1,0x7,7,0x0
ex5_no_opt,itron-fbcb73bf0b635dd5.itron.68e737fdf62a80e5-cgu.0.rcgu.o,.rodata..Lanon.cdcacac2f3e4733548ac1a094073207f.2,0x6,6,0x0
ex5_no_opt,itron-fbcb73bf0b635dd5.itron.68e737fdf62a80e5-cgu.0.rcgu.o,.rodata..Lanon.cdcacac2f3e4733548ac1a094073207f.3,0x7,7,0x0
ex5_no_opt,itron-fbcb73bf0b635dd5.itron.68e737fdf62a80e5-cgu.0.rcgu.o,.rodata..Lanon.cdcacac2f3e4733548ac1a094073207f.4,0x5,5,0x0
ex5_no_opt,itron-fbcb73bf0b635dd5.itron.68e737fdf62a80e5-cgu.0.rcgu.o,.rodata.cst4,0x4,4,0x0
ex5_no_opt,itron-fbcb73bf0b635dd5.itron.68e737fdf62a80e5-cgu.0.rcgu.o,.rodata..Lanon.cdcacac2f3e4733548ac1a094073207f.6,0x5,5,0x0
ex5_no_opt,itron-fbcb73bf0b635dd5.itron.68e737fdf62a80e5-cgu.0.rcgu.o,.rodata..Lanon.cdcacac2f3e4733548ac1a094073207f.7,0x6,6,0x0
ex5_no_opt,itron-fbcb73bf0b635dd5.itron.68e737fdf62a80e5-cgu.0.rcgu.o,.rodata..Lanon.cdcacac2f3e4733548ac1a094073207f.8,0x6,6,0x0
ex5_no_opt,itron-fbcb73bf0b635dd5.itron.68e737fdf62a80e5-cgu.0.rcgu.o,.rodata..Lanon.cdcacac2f3e4733548ac1a094073207f.9,0x7,7,0x0
ex5_no_opt,itron-fbcb73bf0b635dd5.itron.68e737fdf62a80e5-cgu.0.rcgu.o,.rodata..Lanon.cdcacac2f3e4733548ac1a094073207f.10,0x7,7,0x0
ex5_no_opt,itron-fbcb73bf0b635dd5.itron.68e737fdf62a80e5-cgu.0.rcgu.o,.rodata..Lanon.cdcacac2f3e4733548ac1a094073207f.11,0x6,6,0x0
ex5_no_opt,itron-fbcb73bf0b635dd5.itron.68e737fdf62a80e5-cgu.0.rcgu.o,.rodata..Lanon.cdcacac2f3e4733548ac1a094073207f.12,0x7,7,0x0
ex5_no_opt,itron-fbcb73bf0b635dd5.itron.68e737fdf62a80e5-cgu.0.rcgu.o,.rodata..Lanon.cdcacac2f3e4733548ac1a094073207f.13,0x5,5,0x0
ex5_no_opt,itron-fbcb73bf0b635dd5.itron.68e737fdf62a80e5-cgu.0.rcgu.o,.rodata..Lanon.cdcacac2f3e4733548ac1a094073207f.14,0x7,7,0x0
ex5_no_opt,itron-fbcb73bf0b635dd5.itron.68e737fdf62a80e5-cgu.0.rcgu.o,.rodata..Lanon.cdcacac2f3e4733548ac1a094073207f.15,0x6,6,0x0
ex5_no_opt,itron-fbcb73bf0b635dd5.itron.68e737fdf62a80e5-cgu.0.rcgu.o,.rodata..Lanon.cdcacac2f3e4733548ac1a094073207f.16,0x7,7,0x0
ex5_no_opt,itron-fbcb73bf0b635dd5.itron.68e737fdf62a80e5-cgu.0.rcgu.o,.rodata..Lanon.cdcacac2f3e4733548ac1a094073207f.17,0x7,7,0x0
ex5_no_opt,itron-fbcb73bf0b635dd5.itron.68e737fdf62a80e5-cgu.0.rcgu.o,.rodata..Lanon.cdcacac2f3e4733548ac1a094073207f.18,0x5,5,0x0
ex5_no_opt,itron-fbcb73bf0b635dd5.itron.68e737fdf62a80e5-cgu.0.rcgu.o,.rodata..Lanon.cdcacac2f3e4733548ac1a094073207f.19,0x5,5,0x0
ex5_no_opt,itron-fbcb73bf0b635dd5.itron.68e737fdf62a80e5-cgu.0.rcgu.o,.rodata.cst8,0x10,16,0x0
ex5_no_opt,itron-fbcb73bf0b635dd5.itron.68e737fdf62a80e5-cgu.0.rcgu.o,.rodata..Lanon.cdcacac2f3e4733548ac1a094073207f.21,0x6,6,0x0
ex5_no_opt,itron-fbcb73bf0b635dd5.itron.68e737fdf62a80e5-cgu.0.rcgu.o,.rodata..Lanon.cdcacac2f3e4733548ac1a094073207f.22,0x6,6,0x0
ex5_no_opt,itron-fbcb73bf0b635dd5.itron.68e737fdf62a80e5-cgu.0.rcgu.o,.rodata..Lanon.cdcacac2f3e4733548ac1a094073207f.23,0x6,6,0x0
ex5_no_opt,itron-fbcb73bf0b635dd5.itron.68e737fdf62a80e5-cgu.0.rcgu.o,.rodata..Lanon.cdcacac2f3e4733548ac1a094073207f.25,0xa,10,0x0
ex5_no_opt,itron-fbcb73bf0b635dd5.itron.68e737fdf62a80e5-cgu.0.rcgu.o,.rodata..Lanon.cdcacac2f3e4733548ac1a094073207f.26,0x1,1,0x0
ex5_no_opt,itron-fbcb73bf0b635dd5.itron.68e737fdf62a80e5-cgu.0.rcgu.o,.rodata..Lanon.cdcacac2f3e4733548ac1a094073207f.27,0x10,16,0x0
ex5_no_opt,itron-fbcb73bf0b635dd5.itron.68e737fdf62a80e5-cgu.0.rcgu.o,.rodata..Lanon.cdcacac2f3e4733548ac1a094073207f.28,0xb,11,0x0
ex5_no_opt,itron-fbcb73bf0b635dd5.itron.68e737fdf62a80e5-cgu.0.rcgu.o,.rodata..Lanon.cdcacac2f3e4733548ac1a094073207f.29,0x10,16,0x0
ex5_no_opt,itron-fbcb73bf0b635dd5.itron.68e737fdf62a80e5-cgu.0.rcgu.o,.rodata..Lanon.cdcacac2f3e4733548ac1a094073207f.30,0x6,6,0x0
ex5_no_opt,itron-fbcb73bf0b635dd5.itron.68e737fdf62a80e5-cgu.0.rcgu.o,.rodata..Lanon.cdcacac2f3e4733548ac1a094073207f.31,0x10,16,0x0
ex5_no_opt,itron-fbcb73bf0b635dd5.itron.68e737fdf62a80e5-cgu.0.rcgu.o,.rodata..Lanon.cdcacac2f3e4733548ac1a094073207f.32,0xa,10,0x0
ex5_no_opt,itron-fbcb73bf0b635dd5.itron.68e737fdf62a80e5-cgu.0.rcgu.o,.rodata..Lanon.cdcacac2f3e4733548ac1a094073207f.33,0x10,16,0x0
ex5_no_opt,itron-fbcb73bf0b635dd5.itron.68e737fdf62a80e5-cgu.0.rcgu.o,.rodata..Lanon.cdcacac2f3e4733548ac1a094073207f.34,0xa,10,0x0
ex5_no_opt,itron-fbcb73bf0b635dd5.itron.68e737fdf62a80e5-cgu.0.rcgu.o,.rodata..Lanon.cdcacac2f3e4733548ac1a094073207f.35,0x10,16,0x0
ex5_no_opt,itron-fbcb73bf0b635dd5.itron.68e737fdf62a80e5-cgu.0.rcgu.o,.rodata..Lanon.cdcacac2f3e4733548ac1a094073207f.36,0x5,5,0x0
ex5_no_opt,itron-fbcb73bf0b635dd5.itron.68e737fdf62a80e5-cgu.0.rcgu.o,.rodata..Lanon.cdcacac2f3e4733548ac1a094073207f.37,0x10,16,0x0
ex5_no_opt,itron-fbcb73bf0b635dd5.itron.68e737fdf62a80e5-cgu.0.rcgu.o,.rodata..Lanon.cdcacac2f3e4733548ac1a094073207f.38,0x59,89,0x0
ex5_no_opt,itron-fbcb73bf0b635dd5.itron.68e737fdf62a80e5-cgu.0.rcgu.o,.rodata..Lanon.cdcacac2f3e4733548ac1a094073207f.39,0x10,16,0x0
ex5_no_opt,itron-fbcb73bf0b635dd5.itron.68e737fdf62a80e5-cgu.0.rcgu.o,.comment,0x35,53,0x0
ex5_no_opt,itron-fbcb73bf0b635dd5.itron.68e737fdf62a80e5-cgu.0.rcgu.o,.note.GNU-stack,0x0,0,0x0
ex5_no_opt,itron-fbcb73bf0b635dd5.itron.68e737fdf62a80e5-cgu.0.rcgu.o,.ARM.attributes,0x34,52,0x0
ex5_no_opt,itron-fbcb73bf0b635dd5.itron.68e737fdf62a80e5-cgu.0.rcgu.o,Total,0x7bd,1981,
ex5_no_opt,tt_call-070c5922037feb53.tt_call.1e5b3185340b9b2b-cgu.0.rcgu.o,.text,0x0,0,0x0
ex5_no_opt,tt_call-070c5922037feb53.tt_call.1e5b3185340b9b2b-cgu.0.rcgu.o,.comment,0x35,53,0x0
ex5_no_opt,tt_call-070c5922037feb53.tt_call.1e5b3185340b9b2b-cgu.0.rcgu.o,.note.GNU-stack,0x0,0,0x0
ex5_no_opt,tt_call-070c5922037feb53.tt_call.1e5b3185340b9b2b-cgu.0.rcgu.o,.ARM.attributes,0x32,50,0x0
ex5_no_opt,tt_call-070c5922037feb53.tt_call.1e5b3185340b9b2b-cgu.0.rcgu.o,Total,0x67,103,
ex5_no_opt,rustc_std_workspace_core-8fced922c7911d7c.rustc_std_workspace_core.967e01a932a54723-cgu.0.rcgu.o,.text,0x0,0,0x0
ex5_no_opt,rustc_std_workspace_core-8fced922c7911d7c.rustc_std_workspace_core.967e01a932a54723-cgu.0.rcgu.o,.llvmbc,0x8c8,2248,0x0
ex5_no_opt,rustc_std_workspace_core-8fced922c7911d7c.rustc_std_workspace_core.967e01a932a54723-cgu.0.rcgu.o,.llvmcmd,0x0,0,0x0
ex5_no_opt,rustc_std_workspace_core-8fced922c7911d7c.rustc_std_workspace_core.967e01a932a54723-cgu.0.rcgu.o,.comment,0x35,53,0x0
ex5_no_opt,rustc_std_workspace_core-8fced922c7911d7c.rustc_std_workspace_core.967e01a932a54723-cgu.0.rcgu.o,.note.GNU-stack,0x0,0,0x0
ex5_no_opt,rustc_std_workspace_core-8fced922c7911d7c.rustc_std_workspace_core.967e01a932a54723-cgu.0.rcgu.o,.ARM.attributes,0x32,50,0x0
ex5_no_opt,rustc_std_workspace_core-8fced922c7911d7c.rustc_std_workspace_core.967e01a932a54723-cgu.0.rcgu.o,Total,0x92f,2351,
ex5_no_opt,core-d049573bc16596f9.core.5587a85061e7188a-cgu.0.rcgu.o,.text,0x0,0,0x0
ex5_no_opt,core-d049573bc16596f9.core.5587a85061e7188a-cgu.0.rcgu.o,.llvmbc,0x146cc0,1338560,0x0
ex5_no_opt,core-d049573bc16596f9.core.5587a85061e7188a-cgu.0.rcgu.o,.llvmcmd,0x0,0,0x0
ex5_no_opt,core-d049573bc16596f9.core.5587a85061e7188a-cgu.0.rcgu.o,.text._ZN4core3num7dec2flt11decimal_seq10DecimalSeq4trim17h5efee5ea5ccf409eE,0x58,88,0x0
ex5_no_opt,core-d049573bc16596f9.core.5587a85061e7188a-cgu.0.rcgu.o,.ARM.exidx.text._ZN4core3num7dec2flt11decimal_seq10DecimalSeq4trim17h5efee5ea5ccf409eE,0x8,8,0x0
ex5_no_opt,core-d049573bc16596f9.core.5587a85061e7188a-cgu.0.rcgu.o,.text._ZN4core3num7dec2flt11decimal_seq10DecimalSeq5round17h25fcaa510171f10cE,0xf0,240,0x0
ex5_no_opt,core-d049573bc16596f9.core.5587a85061e7188a-cgu.0.rcgu.o,.ARM.exidx.text._ZN4core3num7dec2flt11decimal_seq10DecimalSeq5round17h25fcaa510171f10cE,0x8,8,0x0
ex5_no_opt,core-d049573bc16596f9.core.5587a85061e7188a-cgu.0.rcgu.o,.text._ZN4core3num7dec2flt11decimal_seq10DecimalSeq10left_shift17hc6cf7434fa18fb28E,0x310,784,0x0
ex5_no_opt,core-d049573bc16596f9.core.5587a85061e7188a-cgu.0.rcgu.o,.ARM.exidx.text._ZN4core3num7dec2flt11decimal_seq10DecimalSeq10left_shift17hc6cf7434fa18fb28E,0x8,8,0x0
ex5_no_opt,core-d049573bc16596f9.core.5587a85061e7188a-cgu.0.rcgu.o,.text._ZN4core3num7dec2flt11decimal_seq10DecimalSeq11right_shift17hb4403252d794ad85E,0x2c8,712,0x0
ex5_no_opt,core-d049573bc16596f9.core.5587a85061e7188a-cgu.0.rcgu.o,.ARM.exidx.text._ZN4core3num7dec2flt11decimal_seq10DecimalSeq11right_shift17hb4403252d794ad85E,0x8,8,0x0
ex5_no_opt,core-d049573bc16596f9.core.5587a85061e7188a-cgu.0.rcgu.o,.text._ZN4core3num7dec2flt11decimal_seq17parse_decimal_seq17h720ae35c33f1ca0cE,0x4a0,1184,0x0
ex5_no_opt,core-d049573bc16596f9.core.5587a85061e7188a-cgu.0.rcgu.o,.ARM.exidx.text._ZN4core3num7dec2flt11decimal_seq17parse_decimal_seq17h720ae35c33f1ca0cE,0x8,8,0x0
ex5_no_opt,core-d049573bc16596f9.core.5587a85061e7188a-cgu.0.rcgu.o,.text._ZN59_$LT$f32$u20$as$u20$core..num..dec2flt..float..RawFloat$GT$15pow10_fast_path17h6e48b725f9e4ea17E,0x1c,28,0x0
ex5_no_opt,core-d049573bc16596f9.core.5587a85061e7188a-cgu.0.rcgu.o,.ARM.exidx.text._ZN59_$LT$f32$u20$as$u20$core..num..dec2flt..float..RawFloat$GT$15pow10_fast_path17h6e48b725f9e4ea17E,0x8,8,0x0
ex5_no_opt,core-d049573bc16596f9.core.5587a85061e7188a-cgu.0.rcgu.o,.text._ZN59_$LT$f64$u20$as$u20$core..num..dec2flt..float..RawFloat$GT$15pow10_fast_path17h11f46422e910817bE,0x20,32,0x0
ex5_no_opt,core-d049573bc16596f9.core.5587a85061e7188a-cgu.0.rcgu.o,.ARM.exidx.text._ZN59_$LT$f64$u20$as$u20$core..num..dec2flt..float..RawFloat$GT$15pow10_fast_path17h11f46422e910817bE,0x8,8,0x0
ex5_no_opt,core-d049573bc16596f9.core.5587a85061e7188a-cgu.0.rcgu.o,.text._ZN4core3num7dec2flt6lemire13compute_float17h16a9ae03feeaa31dE,0x28c,652,0x0
ex5_no_opt,core-d049573bc16596f9.core.5587a85061e7188a-cgu.0.rcgu.o,.ARM.exidx.text._ZN4core3num7dec2flt6lemire13compute_float17h16a9ae03feeaa31dE,0x8,8,0x0
ex5_no_opt,core-d049573bc16596f9.core.5587a85061e7188a-cgu.0.rcgu.o,.text._ZN4core3num7dec2flt6lemire13compute_float17h6afe090d7f4e8ea6E,0x314,788,0x0
ex5_no_opt,core-d049573bc16596f9.core.5587a85061e7188a-cgu.0.rcgu.o,.ARM.exidx.text._ZN4core3num7dec2flt6lemire13compute_float17h6afe090d7f4e8ea6E,0x8,8,0x0
ex5_no_opt,core-d049573bc16596f9.core.5587a85061e7188a-cgu.0.rcgu.o,.text._ZN4core3num7dec2flt6lemire13compute_float17ha99c48ca86bcebfaE,0x320,800,0x0
ex5_no_opt,core-d049573bc16596f9.core.5587a85061e7188a-cgu.0.rcgu.o,.ARM.exidx.text._ZN4core3num7dec2flt6lemire13compute_float17ha99c48ca86bcebfaE,0x8,8,0x0
ex5_no_opt,core-d049573bc16596f9.core.5587a85061e7188a-cgu.0.rcgu.o,.text._ZN4core3num7dec2flt6lemire22compute_product_approx17h46540bfe977aa735E,0xfc,252,0x0
ex5_no_opt,core-d049573bc16596f9.core.5587a85061e7188a-cgu.0.rcgu.o,.ARM.exidx.text._ZN4core3num7dec2flt6lemire22compute_product_approx17h46540bfe977aa735E,0x8,8,0x0
ex5_no_opt,core-d049573bc16596f9.core.5587a85061e7188a-cgu.0.rcgu.o,.text._ZN4core3num7dec2flt5parse12parse_number17hac599539be123f0aE,0x680,1664,0x0
ex5_no_opt,core-d049573bc16596f9.core.5587a85061e7188a-cgu.0.rcgu.o,.ARM.exidx.text._ZN4core3num7dec2flt5parse12parse_number17hac599539be123f0aE,0x8,8,0x0
ex5_no_opt,core-d049573bc16596f9.core.5587a85061e7188a-cgu.0.rcgu.o,.text._ZN74_$LT$core..num..dec2flt..ParseFloatError$u20$as$u20$core..fmt..Display$GT$3fmt17he75ae9ab1989a457E,0x48,72,0x0
ex5_no_opt,core-d049573bc16596f9.core.5587a85061e7188a-cgu.0.rcgu.o,.ARM.exidx.text._ZN74_$LT$core..num..dec2flt..ParseFloatError$u20$as$u20$core..fmt..Display$GT$3fmt17he75ae9ab1989a457E,0x8,8,0x0
ex5_no_opt,core-d049573bc16596f9.core.5587a85061e7188a-cgu.0.rcgu.o,.text._ZN4core3num9diy_float2Fp3mul17h224020beff8dcf6eE,0x58,88,0x0
ex5_no_opt,core-d049573bc16596f9.core.5587a85061e7188a-cgu.0.rcgu.o,.ARM.exidx.text._ZN4core3num9diy_float2Fp3mul17h224020beff8dcf6eE,0x8,8,0x0
ex5_no_opt,core-d049573bc16596f9.core.5587a85061e7188a-cgu.0.rcgu.o,.text._ZN4core3num9diy_float2Fp9normalize17h769495316c3164f0E,0x4c,76,0x0
ex5_no_opt,core-d049573bc16596f9.core.5587a85061e7188a-cgu.0.rcgu.o,.ARM.exidx.text._ZN4core3num9diy_float2Fp9normalize17h769495316c3164f0E,0x8,8,0x0
ex5_no_opt,core-d049573bc16596f9.core.5587a85061e7188a-cgu.0.rcgu.o,.text._ZN4core3num9diy_float2Fp12normalize_to17h65a8e137fe2a9b34E,0xc8,200,0x0
ex5_no_opt,core-d049573bc16596f9.core.5587a85061e7188a-cgu.0.rcgu.o,.ARM.exidx.text._ZN4core3num9diy_float2Fp12normalize_to17h65a8e137fe2a9b34E,0x8,8,0x0
ex5_no_opt,core-d049573bc16596f9.core.5587a85061e7188a-cgu.0.rcgu.o,.text._ZN4core3num7flt2dec9estimator23estimate_scaling_factor17h5aed770e3586ed17E,0x40,64,0x0
ex5_no_opt,core-d049573bc16596f9.core.5587a85061e7188a-cgu.0.rcgu.o,.ARM.exidx.text._ZN4core3num7flt2dec9estimator23estimate_scaling_factor17h5aed770e3586ed17E,0x8,8,0x0
