dir,object,section,size_hex,size_dec
ex5_no_opt,semaphore.o,.debug_info,0x00002913,10515
ex5_no_opt,semaphore.o,.debug_abbrev,0x0000047b,1147
ex5_no_opt,semaphore.o,.debug_loc,0x000013f0,5104
ex5_no_opt,semaphore.o,.debug_aranges,0x00000020,32
ex5_no_opt,semaphore.o,.debug_ranges,0x00000408,1032
ex5_no_opt,semaphore.o,.debug_line,0x00001722,5922
ex5_no_opt,semaphore.o,.debug_str,0x00000b20,2848
ex5_no_opt,semaphore.o,.comment,0x00000034,52
ex5_no_opt,semaphore.o,.debug_frame,0x000000fc,252
ex5_no_opt,semaphore.o,.ARM.attributes,0x00000033,51
ex5_no_opt,eventflag.o,.text,0x00000c00,3072
ex5_no_opt,eventflag.o,.data,0x00000000,0
ex5_no_opt,eventflag.o,.bss,0x00000000,0
ex5_no_opt,eventflag.o,.rodata.str1.4,0x0000002f,47
ex5_no_opt,eventflag.o,.debug_info,0x0000339c,13212
ex5_no_opt,eventflag.o,.debug_abbrev,0x000004b5,1205
ex5_no_opt,eventflag.o,.debug_loc,0x00002161,8545
ex5_no_opt,eventflag.o,.debug_aranges,0x00000020,32
ex5_no_opt,eventflag.o,.debug_ranges,0x00000688,1672
ex5_no_opt,eventflag.o,.debug_line,0x00001d42,7490
ex5_no_opt,eventflag.o,.debug_str,0x00000b6f,2927
ex5_no_opt,eventflag.o,.comment,0x00000034,52
ex5_no_opt,eventflag.o,.debug_frame,0x00000144,324
ex5_no_opt,eventflag.o,.ARM.attributes,0x00000033,51
ex5_no_opt,dataqueue.o,.text,0x00001204,4612
ex5_no_opt,dataqueue.o,.data,0x00000000,0
ex5_no_opt,dataqueue.o,.bss,0x00000000,0
ex5_no_opt,dataqueue.o,.rodata.str1.4,0x0000002f,47
ex5_no_opt,dataqueue.o,.debug_info,0x000046c9,18121
ex5_no_opt,dataqueue.o,.debug_abbrev,0x000004f4,1268
ex5_no_opt,dataqueue.o,.debug_loc,0x00002bef,11247
ex5_no_opt,dataqueue.o,.debug_aranges,0x00000020,32
ex5_no_opt,dataqueue.o,.debug_ranges,0x000008a0,2208
ex5_no_opt,dataqueue.o,.debug_line,0x00002add,10973
ex5_no_opt,dataqueue.o,.debug_str,0x00000c89,3209
ex5_no_opt,dataqueue.o,.comment,0x00000034,52
ex5_no_opt,dataqueue.o,.debug_frame,0x00000224,548
ex5_no_opt,dataqueue.o,.ARM.attributes,0x00000033,51
ex5_no_opt,pridataq.o,.text,0x000010b4,4276
ex5_no_opt,pridataq.o,.data,0x00000000,0
ex5_no_opt,pridataq.o,.bss,0x00000000,0
ex5_no_opt,pridataq.o,.rodata.str1.4,0x0000002f,47
ex5_no_opt,pridataq.o,.debug_info,0x0000411a,16666
ex5_no_opt,pridataq.o,.debug_abbrev,0x000004e2,1250
ex5_no_opt,pridataq.o,.debug_loc,0x000027f4,10228
ex5_no_opt,pridataq.o,.debug_aranges,0x00000020,32
ex5_no_opt,pridataq.o,.debug_ranges,0x000007b0,1968
ex5_no_opt,pridataq.o,.debug_line,0x00002649,9801
ex5_no_opt,pridataq.o,.debug_str,0x00000c77,3191
ex5_no_opt,pridataq.o,.comment,0x00000034,52
ex5_no_opt,pridataq.o,.debug_frame,0x000001e0,480
ex5_no_opt,pridataq.o,.ARM.attributes,0x00000033,51
ex5_no_opt,mutex.o,.text,0x00000d70,3440
ex5_no_opt,mutex.o,.data,0x00000000,0
ex5_no_opt,mutex.o,.bss,0x00000000,0
ex5_no_opt,mutex.o,.rodata.str1.4,0x00000060,96
ex5_no_opt,mutex.o,.debug_info,0x000030f8,12536
ex5_no_opt,mutex.o,.debug_abbrev,0x000004fc,1276
ex5_no_opt,mutex.o,.debug_loc,0x00001c45,7237
ex5_no_opt,mutex.o,.debug_aranges,0x00000020,32
ex5_no_opt,mutex.o,.debug_ranges,0x00000578,1400
ex5_no_opt,mutex.o,.debug_line,0x00001cfa,7418
ex5_no_opt,mutex.o,.debug_str,0x00000c67,3175
ex5_no_opt,mutex.o,.comment,0x00000034,52
ex5_no_opt,mutex.o,.debug_frame,0x00000198,408
ex5_no_opt,mutex.o,.ARM.attributes,0x00000033,51
ex5_no_opt,mempfix.o,.text,0x0000098c,2444
ex5_no_opt,mempfix.o,.data,0x00000000,0
ex5_no_opt,mempfix.o,.bss,0x00000000,0
ex5_no_opt,mempfix.o,.rodata.str1.4,0x0000002f,47
ex5_no_opt,mempfix.o,.debug_info,0x00002ba7,11175
ex5_no_opt,mempfix.o,.debug_abbrev,0x00000499,1177
ex5_no_opt,mempfix.o,.debug_loc,0x000015ee,5614
ex5_no_opt,mempfix.o,.debug_aranges,0x00000020,32
ex5_no_opt,mempfix.o,.debug_ranges,0x00000498,1176
ex5_no_opt,mempfix.o,.debug_line,0x00001825,6181
ex5_no_opt,mempfix.o,.debug_str,0x00000bab,2987
ex5_no_opt,mempfix.o,.comment,0x00000034,52
ex5_no_opt,mempfix.o,.debug_frame,0x00000128,296
ex5_no_opt,mempfix.o,.ARM.attributes,0x00000033,51
ex5_no_opt,time_manage.o,.text,0x00000390,912
ex5_no_opt,time_manage.o,.data,0x00000000,0
ex5_no_opt,time_manage.o,.bss,0x00000000,0
ex5_no_opt,time_manage.o,.debug_info,0x000012bd,4797
ex5_no_opt,time_manage.o,.debug_abbrev,0x0000034a,842
ex5_no_opt,time_manage.o,.debug_loc,0x0000077a,1914
ex5_no_opt,time_manage.o,.debug_aranges,0x00000020,32
ex5_no_opt,time_manage.o,.debug_ranges,0x000001b8,440
ex5_no_opt,time_manage.o,.debug_line,0x000009b2,2482
ex5_no_opt,time_manage.o,.debug_str,0x000006a9,1705
ex5_no_opt,time_manage.o,.comment,0x00000034,52
ex5_no_opt,time_manage.o,.debug_frame,0x00000084,132
ex5_no_opt,time_manage.o,.ARM.attributes,0x00000033,51
ex5_no_opt,cyclic.o,.text,0x00000614,1556
ex5_no_opt,cyclic.o,.data,0x00000000,0
ex5_no_opt,cyclic.o,.bss,0x00000000,0
ex5_no_opt,cyclic.o,.debug_info,0x0000197c,6524
ex5_no_opt,cyclic.o,.debug_abbrev,0x000003ed,1005
ex5_no_opt,cyclic.o,.debug_loc,0x00000a7a,2682
ex5_no_opt,cyclic.o,.debug_aranges,0x00000020,32
ex5_no_opt,cyclic.o,.debug_ranges,0x000001d0,464
ex5_no_opt,cyclic.o,.debug_line,0x00000ef1,3825
ex5_no_opt,cyclic.o,.debug_str,0x0000072b,1835
ex5_no_opt,cyclic.o,.comment,0x00000034,52
ex5_no_opt,cyclic.o,.debug_frame,0x0000011c,284
ex5_no_opt,cyclic.o,.ARM.attributes,0x00000033,51
ex5_no_opt,alarm.o,.text,0x00000568,1384
ex5_no_opt,alarm.o,.data,0x00000000,0
ex5_no_opt,alarm.o,.bss,0x00000000,0
ex5_no_opt,alarm.o,.debug_info,0x00001546,5446
ex5_no_opt,alarm.o,.debug_abbrev,0x000003f7,1015
ex5_no_opt,alarm.o,.debug_loc,0x000006ac,1708
ex5_no_opt,alarm.o,.debug_aranges,0x00000020,32
ex5_no_opt,alarm.o,.debug_ranges,0x00000110,272
ex5_no_opt,alarm.o,.debug_line,0x00000cfc,3324
ex5_no_opt,alarm.o,.debug_str,0x00000707,1799
ex5_no_opt,alarm.o,.comment,0x00000034,52
ex5_no_opt,alarm.o,.debug_frame,0x000000e8,232
ex5_no_opt,alarm.o,.ARM.attributes,0x00000033,51
ex5_no_opt,spin_lock.o,.text,0x00000318,792
ex5_no_opt,spin_lock.o,.data,0x00000000,0
ex5_no_opt,spin_lock.o,.bss,0x00000000,0
ex5_no_opt,spin_lock.o,.debug_info,0x0000161f,5663
ex5_no_opt,spin_lock.o,.debug_abbrev,0x00000454,1108
ex5_no_opt,spin_lock.o,.debug_loc,0x0000088b,2187
ex5_no_opt,spin_lock.o,.debug_aranges,0x00000020,32
ex5_no_opt,spin_lock.o,.debug_ranges,0x000001f0,496
ex5_no_opt,spin_lock.o,.debug_line,0x000009ec,2540
ex5_no_opt,spin_lock.o,.debug_str,0x0000095b,2395
ex5_no_opt,spin_lock.o,.comment,0x00000034,52
ex5_no_opt,spin_lock.o,.debug_frame,0x0000007c,124
ex5_no_opt,spin_lock.o,.ARM.attributes,0x00000033,51
ex5_no_opt,sys_manage.o,.text,0x00000b50,2896
ex5_no_opt,sys_manage.o,.data,0x00000000,0
ex5_no_opt,sys_manage.o,.bss,0x00000000,0
ex5_no_opt,sys_manage.o,.debug_info,0x00003c19,15385
ex5_no_opt,sys_manage.o,.debug_abbrev,0x000004d3,1235
ex5_no_opt,sys_manage.o,.debug_loc,0x000023c3,9155
ex5_no_opt,sys_manage.o,.debug_aranges,0x00000020,32
ex5_no_opt,sys_manage.o,.debug_ranges,0x000007b8,1976
ex5_no_opt,sys_manage.o,.debug_line,0x00001f88,8072
ex5_no_opt,sys_manage.o,.debug_str,0x00000ae4,2788
ex5_no_opt,sys_manage.o,.comment,0x00000034,52
ex5_no_opt,sys_manage.o,.debug_frame,0x00000184,388
ex5_no_opt,sys_manage.o,.ARM.attributes,0x00000033,51
ex5_no_opt,interrupt.o,.text,0x00000668,1640
ex5_no_opt,interrupt.o,.data,0x00000000,0
ex5_no_opt,interrupt.o,.bss,0x00000000,0
ex5_no_opt,interrupt.o,.debug_info,0x00002247,8775
ex5_no_opt,interrupt.o,.debug_abbrev,0x00000456,1110
ex5_no_opt,interrupt.o,.debug_loc,0x00000f85,3973
ex5_no_opt,interrupt.o,.debug_aranges,0x00000020,32
ex5_no_opt,interrupt.o,.debug_ranges,0x00000338,824
ex5_no_opt,interrupt.o,.debug_line,0x00000f89,3977
ex5_no_opt,interrupt.o,.debug_str,0x00000abf,2751
ex5_no_opt,interrupt.o,.comment,0x00000034,52
ex5_no_opt,interrupt.o,.debug_frame,0x0000009c,156
ex5_no_opt,interrupt.o,.ARM.attributes,0x00000033,51
ex5_no_opt,exception.o,.text,0x00000094,148
ex5_no_opt,exception.o,.data,0x00000000,0
ex5_no_opt,exception.o,.bss,0x00000000,0
ex5_no_opt,exception.o,.debug_info,0x00000c54,3156
ex5_no_opt,exception.o,.debug_abbrev,0x000002e3,739
ex5_no_opt,exception.o,.debug_loc,0x0000021c,540
ex5_no_opt,exception.o,.debug_aranges,0x00000020,32
ex5_no_opt,exception.o,.debug_ranges,0x00000058,88
ex5_no_opt,exception.o,.debug_line,0x00000266,614
ex5_no_opt,exception.o,.debug_str,0x000007db,2011
ex5_no_opt,exception.o,.comment,0x00000034,52
ex5_no_opt,exception.o,.debug_frame,0x00000020,32
ex5_no_opt,exception.o,.ARM.attributes,0x00000033,51
