dir,object,section,size_hex,size_dec
ex1_opt,mpcore_kernel_impl.o,.ARM.attributes,0x00000033,51
ex1_opt,gic_kernel_impl.o,.text,0x00000340,832
ex1_opt,gic_kernel_impl.o,.data,0x00000000,0
ex1_opt,gic_kernel_impl.o,.bss,0x00000000,0
ex1_opt,gic_kernel_impl.o,.rodata.str1.4,0x0000007f,127
ex1_opt,gic_kernel_impl.o,.debug_info,0x0000115f,4447
ex1_opt,gic_kernel_impl.o,.debug_abbrev,0x00000317,791
ex1_opt,gic_kernel_impl.o,.debug_loc,0x00000b9c,2972
ex1_opt,gic_kernel_impl.o,.debug_aranges,0x00000020,32
ex1_opt,gic_kernel_impl.o,.debug_ranges,0x00000338,824
ex1_opt,gic_kernel_impl.o,.debug_line,0x000008e2,2274
ex1_opt,gic_kernel_impl.o,.debug_str,0x000005f1,1521
ex1_opt,gic_kernel_impl.o,.comment,0x00000034,52
ex1_opt,gic_kernel_impl.o,.debug_frame,0x00000080,128
ex1_opt,gic_kernel_impl.o,.ARM.attributes,0x00000033,51
ex1_opt,pl310.o,.text,0x0000012c,300
ex1_opt,pl310.o,.data,0x00000000,0
ex1_opt,pl310.o,.bss,0x00000000,0
ex1_opt,pl310.o,.debug_info,0x00000a1a,2586
ex1_opt,pl310.o,.debug_abbrev,0x000001b2,434
ex1_opt,pl310.o,.debug_loc,0x000007cc,1996
ex1_opt,pl310.o,.debug_aranges,0x00000020,32
ex1_opt,pl310.o,.debug_ranges,0x000002f0,752
ex1_opt,pl310.o,.debug_line,0x0000054b,1355
ex1_opt,pl310.o,.debug_str,0x00000265,613
ex1_opt,pl310.o,.comment,0x00000034,52
ex1_opt,pl310.o,.debug_frame,0x00000050,80
ex1_opt,pl310.o,.ARM.attributes,0x00000033,51
ex1_opt,mpcore_timer.o,.text,0x00000090,144
ex1_opt,mpcore_timer.o,.data,0x00000000,0
ex1_opt,mpcore_timer.o,.bss,0x00000000,0
ex1_opt,mpcore_timer.o,.debug_info,0x00000463,1123
ex1_opt,mpcore_timer.o,.debug_abbrev,0x00000182,386
ex1_opt,mpcore_timer.o,.debug_loc,0x00000268,616
ex1_opt,mpcore_timer.o,.debug_aranges,0x00000020,32
ex1_opt,mpcore_timer.o,.debug_ranges,0x000000a0,160
ex1_opt,mpcore_timer.o,.debug_line,0x0000024f,591
ex1_opt,mpcore_timer.o,.debug_str,0x00000227,551
ex1_opt,mpcore_timer.o,.comment,0x00000034,52
ex1_opt,mpcore_timer.o,.debug_frame,0x00000040,64
ex1_opt,mpcore_timer.o,.ARM.attributes,0x00000033,51
ex1_opt,core_kernel_impl.o,.text,0x000004f4,1268
ex1_opt,core_kernel_impl.o,.data,0x00000000,0
ex1_opt,core_kernel_impl.o,.bss,0x00004010,16400
ex1_opt,core_kernel_impl.o,.rodata.str1.4,0x00000301,769
ex1_opt,core_kernel_impl.o,.rodata,0x0000003c,60
ex1_opt,core_kernel_impl.o,.debug_info,0x00001684,5764
ex1_opt,core_kernel_impl.o,.debug_abbrev,0x000004c5,1221
ex1_opt,core_kernel_impl.o,.debug_loc,0x00000af7,2807
ex1_opt,core_kernel_impl.o,.debug_aranges,0x00000020,32
ex1_opt,core_kernel_impl.o,.debug_ranges,0x00000128,296
ex1_opt,core_kernel_impl.o,.debug_line,0x000007e9,2025
ex1_opt,core_kernel_impl.o,.debug_str,0x000009e0,2528
ex1_opt,core_kernel_impl.o,.comment,0x00000034,52
ex1_opt,core_kernel_impl.o,.debug_frame,0x000000fc,252
ex1_opt,core_kernel_impl.o,.ARM.attributes,0x00000033,51
ex1_opt,arm.o,.text,0x000001b8,440
ex1_opt,arm.o,.data,0x00000000,0
ex1_opt,arm.o,.bss,0x00000000,0
ex1_opt,arm.o,.debug_info,0x000004e2,1250
ex1_opt,arm.o,.debug_abbrev,0x00000148,328
ex1_opt,arm.o,.debug_loc,0x000003be,958
ex1_opt,arm.o,.debug_aranges,0x00000020,32
ex1_opt,arm.o,.debug_ranges,0x00000018,24
ex1_opt,arm.o,.debug_line,0x000003bd,957
ex1_opt,arm.o,.debug_str,0x000002ca,714
ex1_opt,arm.o,.comment,0x00000034,52
ex1_opt,arm.o,.debug_frame,0x000000a0,160
ex1_opt,arm.o,.ARM.attributes,0x00000033,51
ex1_opt,startup.o,.text,0x000003a8,936
ex1_opt,startup.o,.data,0x00000000,0
ex1_opt,startup.o,.bss,0x0000000c,12
ex1_opt,startup.o,.rodata.str1.4,0x0000003a,58
ex1_opt,startup.o,.debug_info,0x000011e9,4585
ex1_opt,startup.o,.debug_abbrev,0x000004bd,1213
ex1_opt,startup.o,.debug_loc,0x0000060c,1548
ex1_opt,startup.o,.debug_aranges,0x00000020,32
ex1_opt,startup.o,.debug_ranges,0x000001a0,416
ex1_opt,startup.o,.debug_line,0x000007fe,2046
ex1_opt,startup.o,.debug_str,0x000008c6,2246
ex1_opt,startup.o,.comment,0x00000034,52
ex1_opt,startup.o,.debug_frame,0x000000d4,212
ex1_opt,startup.o,.ARM.attributes,0x00000033,51
ex1_opt,task.o,.text,0x000009c8,2504
ex1_opt,task.o,.data,0x00000000,0
ex1_opt,task.o,.bss,0x00000000,0
ex1_opt,task.o,.rodata.str1.4,0x0000002f,47
ex1_opt,task.o,.debug_info,0x0000268b,9867
ex1_opt,task.o,.debug_abbrev,0x000004fe,1278
ex1_opt,task.o,.debug_loc,0x0000199c,6556
ex1_opt,task.o,.debug_aranges,0x00000020,32
ex1_opt,task.o,.debug_ranges,0x00000468,1128
ex1_opt,task.o,.debug_line,0x00001212,4626
ex1_opt,task.o,.debug_str,0x00000b6e,2926
ex1_opt,task.o,.comment,0x00000034,52
ex1_opt,task.o,.debug_frame,0x0000015c,348
ex1_opt,task.o,.ARM.attributes,0x00000033,51
ex1_opt,taskhook.o,.text,0x00000000,0
ex1_opt,taskhook.o,.data,0x00000000,0
ex1_opt,taskhook.o,.bss,0x0000000c,12
ex1_opt,taskhook.o,.debug_info,0x0000087d,2173
ex1_opt,taskhook.o,.debug_abbrev,0x0000017b,379
ex1_opt,taskhook.o,.debug_aranges,0x00000018,24
ex1_opt,taskhook.o,.debug_line,0x0000011c,284
ex1_opt,taskhook.o,.debug_str,0x00000700,1792
ex1_opt,taskhook.o,.comment,0x00000034,52
ex1_opt,taskhook.o,.ARM.attributes,0x00000039,57
ex1_opt,wait.o,.text,0x00000650,1616
ex1_opt,wait.o,.data,0x00000000,0
ex1_opt,wait.o,.bss,0x00000000,0
ex1_opt,wait.o,.rodata.str1.4,0x0000009f,159
ex1_opt,wait.o,.debug_info,0x00001bd2,7122
ex1_opt,wait.o,.debug_abbrev,0x000003c0,960
ex1_opt,wait.o,.debug_loc,0x00001210,4624
ex1_opt,wait.o,.debug_aranges,0x00000020,32
ex1_opt,wait.o,.debug_ranges,0x000001e8,488
ex1_opt,wait.o,.debug_line,0x00000d32,3378
ex1_opt,wait.o,.debug_str,0x000009eb,2539
ex1_opt,wait.o,.comment,0x00000034,52
ex1_opt,wait.o,.debug_frame,0x0000012c,300
ex1_opt,wait.o,.ARM.attributes,0x00000033,51
ex1_opt,time_event.o,.text,0x00000af4,2804
ex1_opt,time_event.o,.data,0x00000000,0
ex1_opt,time_event.o,.bss,0x0000001c,28
ex1_opt,time_event.o,.rodata.str1.4,0x00000076,118
ex1_opt,time_event.o,.debug_info,0x00002864,10340
ex1_opt,time_event.o,.debug_abbrev,0x0000058f,1423
ex1_opt,time_event.o,.debug_loc,0x000018da,6362
ex1_opt,time_event.o,.debug_aranges,0x00000020,32
ex1_opt,time_event.o,.debug_ranges,0x00000740,1856
ex1_opt,time_event.o,.debug_line,0x000014e4,5348
ex1_opt,time_event.o,.debug_str,0x00000c5f,3167
ex1_opt,time_event.o,.comment,0x00000034,52
ex1_opt,time_event.o,.debug_frame,0x000001b0,432
ex1_opt,time_event.o,.ARM.attributes,0x00000033,51
ex1_opt,task_manage.o,.text,0x00000bf8,3064
ex1_opt,task_manage.o,.data,0x00000000,0
ex1_opt,task_manage.o,.bss,0x00000000,0
ex1_opt,task_manage.o,.debug_info,0x0000316d,12653
ex1_opt,task_manage.o,.debug_abbrev,0x0000045a,1114
ex1_opt,task_manage.o,.debug_loc,0x00001b7d,7037
ex1_opt,task_manage.o,.debug_aranges,0x00000020,32
ex1_opt,task_manage.o,.debug_ranges,0x00000510,1296
ex1_opt,task_manage.o,.debug_line,0x00001bf5,7157
ex1_opt,task_manage.o,.debug_str,0x00000a67,2663
ex1_opt,task_manage.o,.comment,0x00000034,52
ex1_opt,task_manage.o,.debug_frame,0x000000fc,252
ex1_opt,task_manage.o,.ARM.attributes,0x00000033,51
ex1_opt,task_refer.o,.text,0x00000410,1040
ex1_opt,task_refer.o,.data,0x00000000,0
ex1_opt,task_refer.o,.bss,0x00000000,0
ex1_opt,task_refer.o,.debug_info,0x00001429,5161
ex1_opt,task_refer.o,.debug_abbrev,0x00000382,898
ex1_opt,task_refer.o,.debug_loc,0x00000356,854
ex1_opt,task_refer.o,.debug_aranges,0x00000020,32
ex1_opt,task_refer.o,.debug_ranges,0x00000098,152
ex1_opt,task_refer.o,.debug_line,0x000005e5,1509
ex1_opt,task_refer.o,.debug_str,0x00000cb6,3254
ex1_opt,task_refer.o,.comment,0x00000034,52
ex1_opt,task_refer.o,.debug_frame,0x00000030,48
ex1_opt,task_refer.o,.ARM.attributes,0x00000033,51
ex1_opt,task_sync.o,.text,0x00000b30,2864
ex1_opt,task_sync.o,.data,0x00000000,0
ex1_opt,task_sync.o,.bss,0x00000000,0
ex1_opt,task_sync.o,.rodata.str1.4,0x00000030,48
ex1_opt,task_sync.o,.debug_info,0x000031c3,12739
ex1_opt,task_sync.o,.debug_abbrev,0x00000438,1080
ex1_opt,task_sync.o,.debug_loc,0x00001975,6517
ex1_opt,task_sync.o,.debug_aranges,0x00000020,32
ex1_opt,task_sync.o,.debug_ranges,0x00000568,1384
ex1_opt,task_sync.o,.debug_line,0x00001ceb,7403
ex1_opt,task_sync.o,.debug_str,0x00000a8c,2700
ex1_opt,task_sync.o,.comment,0x00000034,52
ex1_opt,task_sync.o,.debug_frame,0x00000138,312
ex1_opt,task_sync.o,.ARM.attributes,0x00000033,51
ex1_opt,task_term.o,.text,0x00000644,1604
ex1_opt,task_term.o,.data,0x00000000,0
ex1_opt,task_term.o,.bss,0x00000000,0
ex1_opt,task_term.o,.debug_info,0x000023f5,9205
ex1_opt,task_term.o,.debug_abbrev,0x0000049a,1178
ex1_opt,task_term.o,.debug_loc,0x00000f37,3895
ex1_opt,task_term.o,.debug_aranges,0x00000020,32
ex1_opt,task_term.o,.debug_ranges,0x00000420,1056
ex1_opt,task_term.o,.debug_line,0x00001171,4465
ex1_opt,task_term.o,.debug_str,0x00000a2d,2605
ex1_opt,task_term.o,.comment,0x00000034,52
ex1_opt,task_term.o,.debug_frame,0x000000b8,184
ex1_opt,task_term.o,.ARM.attributes,0x00000033,51
ex1_opt,semaphore.o,.text,0x0000087c,2172
ex1_opt,semaphore.o,.data,0x00000000,0
ex1_opt,semaphore.o,.bss,0x00000000,0
ex1_opt,semaphore.o,.rodata.str1.4,0x0000002f,47
ex1_opt,semaphore.o,.debug_info,0x00002913,10515
ex1_opt,semaphore.o,.debug_abbrev,0x0000047b,1147
ex1_opt,semaphore.o,.debug_loc,0x000013f0,5104
ex1_opt,semaphore.o,.debug_aranges,0x00000020,32
ex1_opt,semaphore.o,.debug_ranges,0x00000408,1032
ex1_opt,semaphore.o,.debug_line,0x00001722,5922
ex1_opt,semaphore.o,.debug_str,0x00000b20,2848
ex1_opt,semaphore.o,.comment,0x00000034,52
ex1_opt,semaphore.o,.debug_frame,0x000000fc,252
ex1_opt,semaphore.o,.ARM.attributes,0x00000033,51
ex1_opt,eventflag.o,.text,0x00000c00,3072
ex1_opt,eventflag.o,.data,0x00000000,0
ex1_opt,eventflag.o,.bss,0x00000000,0
ex1_opt,eventflag.o,.rodata.str1.4,0x0000002f,47
ex1_opt,eventflag.o,.debug_info,0x0000339c,13212
ex1_opt,eventflag.o,.debug_abbrev,0x000004b5,1205
ex1_opt,eventflag.o,.debug_loc,0x00002161,8545
ex1_opt,eventflag.o,.debug_aranges,0x00000020,32
ex1_opt,eventflag.o,.debug_ranges,0x00000688,1672
ex1_opt,eventflag.o,.debug_line,0x00001d42,7490
ex1_opt,eventflag.o,.debug_str,0x00000b6f,2927
ex1_opt,eventflag.o,.comment,0x00000034,52
ex1_opt,eventflag.o,.debug_frame,0x00000144,324
ex1_opt,eventflag.o,.ARM.attributes,0x00000033,51
ex1_opt,dataqueue.o,.text,0x00001204,4612
ex1_opt,dataqueue.o,.data,0x00000000,0
ex1_opt,dataqueue.o,.bss,0x00000000,0
ex1_opt,dataqueue.o,.rodata.str1.4,0x0000002f,47
ex1_opt,dataqueue.o,.debug_info,0x000046c9,18121
ex1_opt,dataqueue.o,.debug_abbrev,0x000004f4,1268
ex1_opt,dataqueue.o,.debug_loc,0x00002bef,11247
ex1_opt,dataqueue.o,.debug_aranges,0x00000020,32
ex1_opt,dataqueue.o,.debug_ranges,0x000008a0,2208
ex1_opt,dataqueue.o,.debug_line,0x00002add,10973
ex1_opt,dataqueue.o,.debug_str,0x00000c89,3209
ex1_opt,dataqueue.o,.comment,0x00000034,52
ex1_opt,dataqueue.o,.debug_frame,0x00000224,548
ex1_opt,dataqueue.o,.ARM.attributes,0x00000033,51
ex1_opt,pridataq.o,.text,0x000010b4,4276
ex1_opt,pridataq.o,.data,0x00000000,0
ex1_opt,pridataq.o,.bss,0x00000000,0
ex1_opt,pridataq.o,.rodata.str1.4,0x0000002f,47
ex1_opt,pridataq.o,.debug_info,0x0000411a,16666
ex1_opt,pridataq.o,.debug_abbrev,0x000004e2,1250
ex1_opt,pridataq.o,.debug_loc,0x000027f4,10228
ex1_opt,pridataq.o,.debug_aranges,0x00000020,32
ex1_opt,pridataq.o,.debug_ranges,0x000007b0,1968
ex1_opt,pridataq.o,.debug_line,0x00002649,9801
ex1_opt,pridataq.o,.debug_str,0x00000c77,3191
ex1_opt,pridataq.o,.comment,0x00000034,52
ex1_opt,pridataq.o,.debug_frame,0x000001e0,480
ex1_opt,pridataq.o,.ARM.attributes,0x00000033,51
ex1_opt,mutex.o,.text,0x00000d70,3440
ex1_opt,mutex.o,.data,0x00000000,0
ex1_opt,mutex.o,.bss,0x00000000,0
ex1_opt,mutex.o,.rodata.str1.4,0x00000060,96
ex1_opt,mutex.o,.debug_info,0x000030f8,12536
ex1_opt,mutex.o,.debug_abbrev,0x000004fc,1276
ex1_opt,mutex.o,.debug_loc,0x00001c45,7237
ex1_opt,mutex.o,.debug_aranges,0x00000020,32
ex1_opt,mutex.o,.debug_ranges,0x00000578,1400
ex1_opt,mutex.o,.debug_line,0x00001cfa,7418
ex1_opt,mutex.o,.debug_str,0x00000c67,3175
ex1_opt,mutex.o,.comment,0x00000034,52
ex1_opt,mutex.o,.debug_frame,0x00000198,408
ex1_opt,mutex.o,.ARM.attributes,0x00000033,51
ex1_opt,mempfix.o,.text,0x0000098c,2444
ex1_opt,mempfix.o,.data,0x00000000,0
ex1_opt,mempfix.o,.bss,0x00000000,0
ex1_opt,mempfix.o,.rodata.str1.4,0x0000002f,47
ex1_opt,mempfix.o,.debug_info,0x00002ba7,11175
ex1_opt,mempfix.o,.debug_abbrev,0x00000499,1177
ex1_opt,mempfix.o,.debug_loc,0x000015ee,5614
ex1_opt,mempfix.o,.debug_aranges,0x00000020,32
ex1_opt,mempfix.o,.debug_ranges,0x00000498,1176
ex1_opt,mempfix.o,.debug_line,0x00001825,6181
ex1_opt,mempfix.o,.debug_str,0x00000bab,2987
ex1_opt,mempfix.o,.comment,0x00000034,52
ex1_opt,mempfix.o,.debug_frame,0x00000128,296
ex1_opt,mempfix.o,.ARM.attributes,0x00000033,51
ex1_opt,time_manage.o,.text,0x00000390,912
ex1_opt,time_manage.o,.data,0x00000000,0
ex1_opt,time_manage.o,.bss,0x00000000,0
ex1_opt,time_manage.o,.debug_info,0x000012bd,4797
ex1_opt,time_manage.o,.debug_abbrev,0x0000034a,842
ex1_opt,time_manage.o,.debug_loc,0x0000077a,1914
ex1_opt,time_manage.o,.debug_aranges,0x00000020,32
ex1_opt,time_manage.o,.debug_ranges,0x000001b8,440
ex1_opt,time_manage.o,.debug_line,0x000009b2,2482
ex1_opt,time_manage.o,.debug_str,0x000006a9,1705
ex1_opt,time_manage.o,.comment,0x00000034,52
ex1_opt,time_manage.o,.debug_frame,0x00000084,132
ex1_opt,time_manage.o,.ARM.attributes,0x00000033,51
ex1_opt,cyclic.o,.text,0x00000614,1556
ex1_opt,cyclic.o,.data,0x00000000,0
ex1_opt,cyclic.o,.bss,0x00000000,0
ex1_opt,cyclic.o,.debug_info,0x0000197c,6524
ex1_opt,cyclic.o,.debug_abbrev,0x000003ed,1005
ex1_opt,cyclic.o,.debug_loc,0x00000a7a,2682
ex1_opt,cyclic.o,.debug_aranges,0x00000020,32
ex1_opt,cyclic.o,.debug_ranges,0x000001d0,464
ex1_opt,cyclic.o,.debug_line,0x00000ef1,3825
ex1_opt,cyclic.o,.debug_str,0x0000072b,1835
ex1_opt,cyclic.o,.comment,0x00000034,52
ex1_opt,cyclic.o,.debug_frame,0x0000011c,284
ex1_opt,cyclic.o,.ARM.attributes,0x00000033,51
ex1_opt,alarm.o,.text,0x00000568,1384
ex1_opt,alarm.o,.data,0x00000000,0
ex1_opt,alarm.o,.bss,0x00000000,0
ex1_opt,alarm.o,.debug_info,0x00001546,5446
ex1_opt,alarm.o,.debug_abbrev,0x000003f7,1015
ex1_opt,alarm.o,.debug_loc,0x000006ac,1708
ex1_opt,alarm.o,.debug_aranges,0x00000020,32
ex1_opt,alarm.o,.debug_ranges,0x00000110,272
ex1_opt,alarm.o,.debug_line,0x00000cfc,3324
ex1_opt,alarm.o,.debug_str,0x00000707,1799
ex1_opt,alarm.o,.comment,0x00000034,52
ex1_opt,alarm.o,.debug_frame,0x000000e8,232
ex1_opt,alarm.o,.ARM.attributes,0x00000033,51
ex1_opt,spin_lock.o,.text,0x00000318,792
ex1_opt,spin_lock.o,.data,0x00000000,0
ex1_opt,spin_lock.o,.bss,0x00000000,0
ex1_opt,spin_lock.o,.debug_info,0x0000161f,5663
ex1_opt,spin_lock.o,.debug_abbrev,0x00000454,1108
ex1_opt,spin_lock.o,.debug_loc,0x0000088b,2187
ex1_opt,spin_lock.o,.debug_aranges,0x00000020,32
ex1_opt,spin_lock.o,.debug_ranges,0x000001f0,496
ex1_opt,spin_lock.o,.debug_line,0x000009ec,2540
ex1_opt,spin_lock.o,.debug_str,0x0000095b,2395
ex1_opt,spin_lock.o,.comment,0x00000034,52
ex1_opt,spin_lock.o,.debug_frame,0x0000007c,124
ex1_opt,spin_lock.o,.ARM.attributes,0x00000033,51
ex1_opt,sys_manage.o,.text,0x00000b50,2896
ex1_opt,sys_manage.o,.data,0x00000000,0
ex1_opt,sys_manage.o,.bss,0x00000000,0
ex1_opt,sys_manage.o,.debug_info,0x00003c19,15385
ex1_opt,sys_manage.o,.debug_abbrev,0x000004d3,1235
ex1_opt,sys_manage.o,.debug_loc,0x000023c3,9155
ex1_opt,sys_manage.o,.debug_aranges,0x00000020,32
ex1_opt,sys_manage.o,.debug_ranges,0x000007b8,1976
ex1_opt,sys_manage.o,.debug_line,0x00001f88,8072
ex1_opt,sys_manage.o,.debug_str,0x00000ae4,2788
ex1_opt,sys_manage.o,.comment,0x00000034,52
ex1_opt,sys_manage.o,.debug_frame,0x00000184,388
ex1_opt,sys_manage.o,.ARM.attributes,0x00000033,51
ex1_opt,interrupt.o,.text,0x00000668,1640
ex1_opt,interrupt.o,.data,0x00000000,0
ex1_opt,interrupt.o,.bss,0x00000000,0
ex1_opt,interrupt.o,.debug_info,0x00002247,8775
ex1_opt,interrupt.o,.debug_abbrev,0x00000456,1110
ex1_opt,interrupt.o,.debug_loc,0x00000f85,3973
ex1_opt,interrupt.o,.debug_aranges,0x00000020,32
ex1_opt,interrupt.o,.debug_ranges,0x00000338,824
ex1_opt,interrupt.o,.debug_line,0x00000f89,3977
ex1_opt,interrupt.o,.debug_str,0x00000abf,2751
ex1_opt,interrupt.o,.comment,0x00000034,52
ex1_opt,interrupt.o,.debug_frame,0x0000009c,156
ex1_opt,interrupt.o,.ARM.attributes,0x00000033,51
ex1_opt,exception.o,.text,0x00000094,148
ex1_opt,exception.o,.data,0x00000000,0
ex1_opt,exception.o,.bss,0x00000000,0
ex1_opt,exception.o,.debug_info,0x00000c54,3156
ex1_opt,exception.o,.debug_abbrev,0x000002e3,739
ex1_opt,exception.o,.debug_loc,0x0000021c,540
ex1_opt,exception.o,.debug_aranges,0x00000020,32
ex1_opt,exception.o,.debug_ranges,0x00000058,88
ex1_opt,exception.o,.debug_line,0x00000266,614
ex1_opt,exception.o,.debug_str,0x000007db,2011
ex1_opt,exception.o,.comment,0x00000034,52
ex1_opt,exception.o,.debug_frame,0x00000020,32
ex1_opt,exception.o,.ARM.attributes,0x00000033,51
