dir,object,section,size_hex,size_dec
ex2_no_opt,core_kernel_impl.o,.debug_line,0x000007e9,2025
ex2_no_opt,core_kernel_impl.o,.debug_str,0x000009e0,2528
ex2_no_opt,core_kernel_impl.o,.comment,0x00000034,52
ex2_no_opt,core_kernel_impl.o,.debug_frame,0x000000fc,252
ex2_no_opt,core_kernel_impl.o,.ARM.attributes,0x00000033,51
ex2_no_opt,arm.o,.text,0x000001b8,440
ex2_no_opt,arm.o,.data,0x00000000,0
ex2_no_opt,arm.o,.bss,0x00000000,0
ex2_no_opt,arm.o,.debug_info,0x000004e2,1250
ex2_no_opt,arm.o,.debug_abbrev,0x00000148,328
ex2_no_opt,arm.o,.debug_loc,0x000003be,958
ex2_no_opt,arm.o,.debug_aranges,0x00000020,32
ex2_no_opt,arm.o,.debug_ranges,0x00000018,24
ex2_no_opt,arm.o,.debug_line,0x000003bd,957
ex2_no_opt,arm.o,.debug_str,0x000002ca,714
ex2_no_opt,arm.o,.comment,0x00000034,52
ex2_no_opt,arm.o,.debug_frame,0x000000a0,160
ex2_no_opt,arm.o,.ARM.attributes,0x00000033,51
ex2_no_opt,startup.o,.text,0x000003a8,936
ex2_no_opt,startup.o,.data,0x00000000,0
ex2_no_opt,startup.o,.bss,0x0000000c,12
ex2_no_opt,startup.o,.rodata.str1.4,0x0000003a,58
ex2_no_opt,startup.o,.debug_info,0x000011e9,4585
ex2_no_opt,startup.o,.debug_abbrev,0x000004bd,1213
ex2_no_opt,startup.o,.debug_loc,0x0000060c,1548
ex2_no_opt,startup.o,.debug_aranges,0x00000020,32
ex2_no_opt,startup.o,.debug_ranges,0x000001a0,416
ex2_no_opt,startup.o,.debug_line,0x000007fe,2046
ex2_no_opt,startup.o,.debug_str,0x000008c6,2246
ex2_no_opt,startup.o,.comment,0x00000034,52
ex2_no_opt,startup.o,.debug_frame,0x000000d4,212
ex2_no_opt,startup.o,.ARM.attributes,0x00000033,51
ex2_no_opt,task.o,.text,0x000009c8,2504
ex2_no_opt,task.o,.data,0x00000000,0
ex2_no_opt,task.o,.bss,0x00000000,0
ex2_no_opt,task.o,.rodata.str1.4,0x0000002f,47
ex2_no_opt,task.o,.debug_info,0x0000268b,9867
ex2_no_opt,task.o,.debug_abbrev,0x000004fe,1278
ex2_no_opt,task.o,.debug_loc,0x0000199c,6556
ex2_no_opt,task.o,.debug_aranges,0x00000020,32
ex2_no_opt,task.o,.debug_ranges,0x00000468,1128
ex2_no_opt,task.o,.debug_line,0x00001212,4626
ex2_no_opt,task.o,.debug_str,0x00000b6e,2926
ex2_no_opt,task.o,.comment,0x00000034,52
ex2_no_opt,task.o,.debug_frame,0x0000015c,348
ex2_no_opt,task.o,.ARM.attributes,0x00000033,51
ex2_no_opt,taskhook.o,.text,0x00000000,0
ex2_no_opt,taskhook.o,.data,0x00000000,0
ex2_no_opt,taskhook.o,.bss,0x0000000c,12
ex2_no_opt,taskhook.o,.debug_info,0x0000087d,2173
ex2_no_opt,taskhook.o,.debug_abbrev,0x0000017b,379
ex2_no_opt,taskhook.o,.debug_aranges,0x00000018,24
ex2_no_opt,taskhook.o,.debug_line,0x0000011c,284
ex2_no_opt,taskhook.o,.debug_str,0x00000700,1792
ex2_no_opt,taskhook.o,.comment,0x00000034,52
ex2_no_opt,taskhook.o,.ARM.attributes,0x00000039,57
ex2_no_opt,wait.o,.text,0x00000650,1616
ex2_no_opt,wait.o,.data,0x00000000,0
ex2_no_opt,wait.o,.bss,0x00000000,0
ex2_no_opt,wait.o,.rodata.str1.4,0x0000009f,159
ex2_no_opt,wait.o,.debug_info,0x00001bd2,7122
ex2_no_opt,wait.o,.debug_abbrev,0x000003c0,960
ex2_no_opt,wait.o,.debug_loc,0x00001210,4624
ex2_no_opt,wait.o,.debug_aranges,0x00000020,32
ex2_no_opt,wait.o,.debug_ranges,0x000001e8,488
ex2_no_opt,wait.o,.debug_line,0x00000d32,3378
ex2_no_opt,wait.o,.debug_str,0x000009eb,2539
ex2_no_opt,wait.o,.comment,0x00000034,52
ex2_no_opt,wait.o,.debug_frame,0x0000012c,300
ex2_no_opt,wait.o,.ARM.attributes,0x00000033,51
ex2_no_opt,time_event.o,.text,0x00000af4,2804
ex2_no_opt,time_event.o,.data,0x00000000,0
ex2_no_opt,time_event.o,.bss,0x0000001c,28
ex2_no_opt,time_event.o,.rodata.str1.4,0x00000076,118
ex2_no_opt,time_event.o,.debug_info,0x00002864,10340
ex2_no_opt,time_event.o,.debug_abbrev,0x0000058f,1423
ex2_no_opt,time_event.o,.debug_loc,0x000018da,6362
ex2_no_opt,time_event.o,.debug_aranges,0x00000020,32
ex2_no_opt,time_event.o,.debug_ranges,0x00000740,1856
ex2_no_opt,time_event.o,.debug_line,0x000014e4,5348
ex2_no_opt,time_event.o,.debug_str,0x00000c5f,3167
ex2_no_opt,time_event.o,.comment,0x00000034,52
ex2_no_opt,time_event.o,.debug_frame,0x000001b0,432
ex2_no_opt,time_event.o,.ARM.attributes,0x00000033,51
ex2_no_opt,task_manage.o,.text,0x00000bf8,3064
ex2_no_opt,task_manage.o,.data,0x00000000,0
ex2_no_opt,task_manage.o,.bss,0x00000000,0
ex2_no_opt,task_manage.o,.debug_info,0x0000316d,12653
ex2_no_opt,task_manage.o,.debug_abbrev,0x0000045a,1114
ex2_no_opt,task_manage.o,.debug_loc,0x00001b7d,7037
ex2_no_opt,task_manage.o,.debug_aranges,0x00000020,32
ex2_no_opt,task_manage.o,.debug_ranges,0x00000510,1296
ex2_no_opt,task_manage.o,.debug_line,0x00001bf5,7157
ex2_no_opt,task_manage.o,.debug_str,0x00000a67,2663
ex2_no_opt,task_manage.o,.comment,0x00000034,52
ex2_no_opt,task_manage.o,.debug_frame,0x000000fc,252
ex2_no_opt,task_manage.o,.ARM.attributes,0x00000033,51
ex2_no_opt,task_refer.o,.text,0x00000410,1040
ex2_no_opt,task_refer.o,.data,0x00000000,0
ex2_no_opt,task_refer.o,.bss,0x00000000,0
ex2_no_opt,task_refer.o,.debug_info,0x00001429,5161
ex2_no_opt,task_refer.o,.debug_abbrev,0x00000382,898
ex2_no_opt,task_refer.o,.debug_loc,0x00000356,854
ex2_no_opt,task_refer.o,.debug_aranges,0x00000020,32
ex2_no_opt,task_refer.o,.debug_ranges,0x00000098,152
ex2_no_opt,task_refer.o,.debug_line,0x000005e5,1509
ex2_no_opt,task_refer.o,.debug_str,0x00000cb6,3254
ex2_no_opt,task_refer.o,.comment,0x00000034,52
ex2_no_opt,task_refer.o,.debug_frame,0x00000030,48
ex2_no_opt,task_refer.o,.ARM.attributes,0x00000033,51
ex2_no_opt,task_sync.o,.text,0x00000b30,2864
ex2_no_opt,task_sync.o,.data,0x00000000,0
ex2_no_opt,task_sync.o,.bss,0x00000000,0
ex2_no_opt,task_sync.o,.rodata.str1.4,0x00000030,48
ex2_no_opt,task_sync.o,.debug_info,0x000031c3,12739
ex2_no_opt,task_sync.o,.debug_abbrev,0x00000438,1080
ex2_no_opt,task_sync.o,.debug_loc,0x00001975,6517
ex2_no_opt,task_sync.o,.debug_aranges,0x00000020,32
ex2_no_opt,task_sync.o,.debug_ranges,0x00000568,1384
ex2_no_opt,task_sync.o,.debug_line,0x00001ceb,7403
ex2_no_opt,task_sync.o,.debug_str,0x00000a8c,2700
ex2_no_opt,task_sync.o,.comment,0x00000034,52
ex2_no_opt,task_sync.o,.debug_frame,0x00000138,312
ex2_no_opt,task_sync.o,.ARM.attributes,0x00000033,51
ex2_no_opt,task_term.o,.text,0x00000644,1604
ex2_no_opt,task_term.o,.data,0x00000000,0
ex2_no_opt,task_term.o,.bss,0x00000000,0
ex2_no_opt,task_term.o,.debug_info,0x000023f5,9205
ex2_no_opt,task_term.o,.debug_abbrev,0x0000049a,1178
ex2_no_opt,task_term.o,.debug_loc,0x00000f37,3895
ex2_no_opt,task_term.o,.debug_aranges,0x00000020,32
ex2_no_opt,task_term.o,.debug_ranges,0x00000420,1056
ex2_no_opt,task_term.o,.debug_line,0x00001171,4465
ex2_no_opt,task_term.o,.debug_str,0x00000a2d,2605
ex2_no_opt,task_term.o,.comment,0x00000034,52
ex2_no_opt,task_term.o,.debug_frame,0x000000b8,184
ex2_no_opt,task_term.o,.ARM.attributes,0x00000033,51
ex2_no_opt,semaphore.o,.text,0x0000087c,2172
ex2_no_opt,semaphore.o,.data,0x00000000,0
ex2_no_opt,semaphore.o,.bss,0x00000000,0
ex2_no_opt,semaphore.o,.rodata.str1.4,0x0000002f,47
ex2_no_opt,semaphore.o,.debug_info,0x00002913,10515
ex2_no_opt,semaphore.o,.debug_abbrev,0x0000047b,1147
ex2_no_opt,semaphore.o,.debug_loc,0x000013f0,5104
ex2_no_opt,semaphore.o,.debug_aranges,0x00000020,32
ex2_no_opt,semaphore.o,.debug_ranges,0x00000408,1032
ex2_no_opt,semaphore.o,.debug_line,0x00001722,5922
ex2_no_opt,semaphore.o,.debug_str,0x00000b20,2848
ex2_no_opt,semaphore.o,.comment,0x00000034,52
ex2_no_opt,semaphore.o,.debug_frame,0x000000fc,252
ex2_no_opt,semaphore.o,.ARM.attributes,0x00000033,51
ex2_no_opt,eventflag.o,.text,0x00000c00,3072
ex2_no_opt,eventflag.o,.data,0x00000000,0
ex2_no_opt,eventflag.o,.bss,0x00000000,0
ex2_no_opt,eventflag.o,.rodata.str1.4,0x0000002f,47
ex2_no_opt,eventflag.o,.debug_info,0x0000339c,13212
ex2_no_opt,eventflag.o,.debug_abbrev,0x000004b5,1205
ex2_no_opt,eventflag.o,.debug_loc,0x00002161,8545
ex2_no_opt,eventflag.o,.debug_aranges,0x00000020,32
ex2_no_opt,eventflag.o,.debug_ranges,0x00000688,1672
ex2_no_opt,eventflag.o,.debug_line,0x00001d42,7490
ex2_no_opt,eventflag.o,.debug_str,0x00000b6f,2927
ex2_no_opt,eventflag.o,.comment,0x00000034,52
ex2_no_opt,eventflag.o,.debug_frame,0x00000144,324
ex2_no_opt,eventflag.o,.ARM.attributes,0x00000033,51
ex2_no_opt,dataqueue.o,.text,0x00001204,4612
ex2_no_opt,dataqueue.o,.data,0x00000000,0
ex2_no_opt,dataqueue.o,.bss,0x00000000,0
ex2_no_opt,dataqueue.o,.rodata.str1.4,0x0000002f,47
ex2_no_opt,dataqueue.o,.debug_info,0x000046c9,18121
ex2_no_opt,dataqueue.o,.debug_abbrev,0x000004f4,1268
ex2_no_opt,dataqueue.o,.debug_loc,0x00002bef,11247
ex2_no_opt,dataqueue.o,.debug_aranges,0x00000020,32
ex2_no_opt,dataqueue.o,.debug_ranges,0x000008a0,2208
ex2_no_opt,dataqueue.o,.debug_line,0x00002add,10973
ex2_no_opt,dataqueue.o,.debug_str,0x00000c89,3209
ex2_no_opt,dataqueue.o,.comment,0x00000034,52
ex2_no_opt,dataqueue.o,.debug_frame,0x00000224,548
ex2_no_opt,dataqueue.o,.ARM.attributes,0x00000033,51
ex2_no_opt,pridataq.o,.text,0x000010b4,4276
ex2_no_opt,pridataq.o,.data,0x00000000,0
ex2_no_opt,pridataq.o,.bss,0x00000000,0
ex2_no_opt,pridataq.o,.rodata.str1.4,0x0000002f,47
ex2_no_opt,pridataq.o,.debug_info,0x0000411a,16666
ex2_no_opt,pridataq.o,.debug_abbrev,0x000004e2,1250
ex2_no_opt,pridataq.o,.debug_loc,0x000027f4,10228
ex2_no_opt,pridataq.o,.debug_aranges,0x00000020,32
ex2_no_opt,pridataq.o,.debug_ranges,0x000007b0,1968
ex2_no_opt,pridataq.o,.debug_line,0x00002649,9801
ex2_no_opt,pridataq.o,.debug_str,0x00000c77,3191
ex2_no_opt,pridataq.o,.comment,0x00000034,52
ex2_no_opt,pridataq.o,.debug_frame,0x000001e0,480
ex2_no_opt,pridataq.o,.ARM.attributes,0x00000033,51
ex2_no_opt,mutex.o,.text,0x00000d70,3440
ex2_no_opt,mutex.o,.data,0x00000000,0
ex2_no_opt,mutex.o,.bss,0x00000000,0
ex2_no_opt,mutex.o,.rodata.str1.4,0x00000060,96
ex2_no_opt,mutex.o,.debug_info,0x000030f8,12536
ex2_no_opt,mutex.o,.debug_abbrev,0x000004fc,1276
ex2_no_opt,mutex.o,.debug_loc,0x00001c45,7237
ex2_no_opt,mutex.o,.debug_aranges,0x00000020,32
ex2_no_opt,mutex.o,.debug_ranges,0x00000578,1400
ex2_no_opt,mutex.o,.debug_line,0x00001cfa,7418
ex2_no_opt,mutex.o,.debug_str,0x00000c67,3175
ex2_no_opt,mutex.o,.comment,0x00000034,52
ex2_no_opt,mutex.o,.debug_frame,0x00000198,408
ex2_no_opt,mutex.o,.ARM.attributes,0x00000033,51
ex2_no_opt,mempfix.o,.text,0x0000098c,2444
ex2_no_opt,mempfix.o,.data,0x00000000,0
ex2_no_opt,mempfix.o,.bss,0x00000000,0
ex2_no_opt,mempfix.o,.rodata.str1.4,0x0000002f,47
ex2_no_opt,mempfix.o,.debug_info,0x00002ba7,11175
ex2_no_opt,mempfix.o,.debug_abbrev,0x00000499,1177
ex2_no_opt,mempfix.o,.debug_loc,0x000015ee,5614
ex2_no_opt,mempfix.o,.debug_aranges,0x00000020,32
ex2_no_opt,mempfix.o,.debug_ranges,0x00000498,1176
ex2_no_opt,mempfix.o,.debug_line,0x00001825,6181
ex2_no_opt,mempfix.o,.debug_str,0x00000bab,2987
ex2_no_opt,mempfix.o,.comment,0x00000034,52
ex2_no_opt,mempfix.o,.debug_frame,0x00000128,296
ex2_no_opt,mempfix.o,.ARM.attributes,0x00000033,51
ex2_no_opt,time_manage.o,.text,0x00000390,912
ex2_no_opt,time_manage.o,.data,0x00000000,0
ex2_no_opt,time_manage.o,.bss,0x00000000,0
ex2_no_opt,time_manage.o,.debug_info,0x000012bd,4797
ex2_no_opt,time_manage.o,.debug_abbrev,0x0000034a,842
ex2_no_opt,time_manage.o,.debug_loc,0x0000077a,1914
ex2_no_opt,time_manage.o,.debug_aranges,0x00000020,32
ex2_no_opt,time_manage.o,.debug_ranges,0x000001b8,440
ex2_no_opt,time_manage.o,.debug_line,0x000009b2,2482
ex2_no_opt,time_manage.o,.debug_str,0x000006a9,1705
ex2_no_opt,time_manage.o,.comment,0x00000034,52
ex2_no_opt,time_manage.o,.debug_frame,0x00000084,132
ex2_no_opt,time_manage.o,.ARM.attributes,0x00000033,51
ex2_no_opt,cyclic.o,.text,0x00000614,1556
ex2_no_opt,cyclic.o,.data,0x00000000,0
ex2_no_opt,cyclic.o,.bss,0x00000000,0
ex2_no_opt,cyclic.o,.debug_info,0x0000197c,6524
ex2_no_opt,cyclic.o,.debug_abbrev,0x000003ed,1005
ex2_no_opt,cyclic.o,.debug_loc,0x00000a7a,2682
ex2_no_opt,cyclic.o,.debug_aranges,0x00000020,32
ex2_no_opt,cyclic.o,.debug_ranges,0x000001d0,464
ex2_no_opt,cyclic.o,.debug_line,0x00000ef1,3825
ex2_no_opt,cyclic.o,.debug_str,0x0000072b,1835
ex2_no_opt,cyclic.o,.comment,0x00000034,52
ex2_no_opt,cyclic.o,.debug_frame,0x0000011c,284
ex2_no_opt,cyclic.o,.ARM.attributes,0x00000033,51
ex2_no_opt,alarm.o,.text,0x00000568,1384
ex2_no_opt,alarm.o,.data,0x00000000,0
ex2_no_opt,alarm.o,.bss,0x00000000,0
ex2_no_opt,alarm.o,.debug_info,0x00001546,5446
ex2_no_opt,alarm.o,.debug_abbrev,0x000003f7,1015
ex2_no_opt,alarm.o,.debug_loc,0x000006ac,1708
ex2_no_opt,alarm.o,.debug_aranges,0x00000020,32
ex2_no_opt,alarm.o,.debug_ranges,0x00000110,272
ex2_no_opt,alarm.o,.debug_line,0x00000cfc,3324
ex2_no_opt,alarm.o,.debug_str,0x00000707,1799
ex2_no_opt,alarm.o,.comment,0x00000034,52
ex2_no_opt,alarm.o,.debug_frame,0x000000e8,232
ex2_no_opt,alarm.o,.ARM.attributes,0x00000033,51
ex2_no_opt,spin_lock.o,.text,0x00000318,792
ex2_no_opt,spin_lock.o,.data,0x00000000,0
ex2_no_opt,spin_lock.o,.bss,0x00000000,0
ex2_no_opt,spin_lock.o,.debug_info,0x0000161f,5663
ex2_no_opt,spin_lock.o,.debug_abbrev,0x00000454,1108
ex2_no_opt,spin_lock.o,.debug_loc,0x0000088b,2187
ex2_no_opt,spin_lock.o,.debug_aranges,0x00000020,32
ex2_no_opt,spin_lock.o,.debug_ranges,0x000001f0,496
ex2_no_opt,spin_lock.o,.debug_line,0x000009ec,2540
ex2_no_opt,spin_lock.o,.debug_str,0x0000095b,2395
ex2_no_opt,spin_lock.o,.comment,0x00000034,52
ex2_no_opt,spin_lock.o,.debug_frame,0x0000007c,124
ex2_no_opt,spin_lock.o,.ARM.attributes,0x00000033,51
ex2_no_opt,sys_manage.o,.text,0x00000b50,2896
ex2_no_opt,sys_manage.o,.data,0x00000000,0
ex2_no_opt,sys_manage.o,.bss,0x00000000,0
ex2_no_opt,sys_manage.o,.debug_info,0x00003c19,15385
ex2_no_opt,sys_manage.o,.debug_abbrev,0x000004d3,1235
ex2_no_opt,sys_manage.o,.debug_loc,0x000023c3,9155
ex2_no_opt,sys_manage.o,.debug_aranges,0x00000020,32
ex2_no_opt,sys_manage.o,.debug_ranges,0x000007b8,1976
ex2_no_opt,sys_manage.o,.debug_line,0x00001f88,8072
ex2_no_opt,sys_manage.o,.debug_str,0x00000ae4,2788
ex2_no_opt,sys_manage.o,.comment,0x00000034,52
ex2_no_opt,sys_manage.o,.debug_frame,0x00000184,388
ex2_no_opt,sys_manage.o,.ARM.attributes,0x00000033,51
ex2_no_opt,interrupt.o,.text,0x00000668,1640
ex2_no_opt,interrupt.o,.data,0x00000000,0
ex2_no_opt,interrupt.o,.bss,0x00000000,0
ex2_no_opt,interrupt.o,.debug_info,0x00002247,8775
ex2_no_opt,interrupt.o,.debug_abbrev,0x00000456,1110
ex2_no_opt,interrupt.o,.debug_loc,0x00000f85,3973
ex2_no_opt,interrupt.o,.debug_aranges,0x00000020,32
ex2_no_opt,interrupt.o,.debug_ranges,0x00000338,824
ex2_no_opt,interrupt.o,.debug_line,0x00000f89,3977
ex2_no_opt,interrupt.o,.debug_str,0x00000abf,2751
ex2_no_opt,interrupt.o,.comment,0x00000034,52
ex2_no_opt,interrupt.o,.debug_frame,0x0000009c,156
ex2_no_opt,interrupt.o,.ARM.attributes,0x00000033,51
ex2_no_opt,exception.o,.text,0x00000094,148
ex2_no_opt,exception.o,.data,0x00000000,0
ex2_no_opt,exception.o,.bss,0x00000000,0
ex2_no_opt,exception.o,.debug_info,0x00000c54,3156
ex2_no_opt,exception.o,.debug_abbrev,0x000002e3,739
ex2_no_opt,exception.o,.debug_loc,0x0000021c,540
ex2_no_opt,exception.o,.debug_aranges,0x00000020,32
ex2_no_opt,exception.o,.debug_ranges,0x00000058,88
ex2_no_opt,exception.o,.debug_line,0x00000266,614
ex2_no_opt,exception.o,.debug_str,0x000007db,2011
ex2_no_opt,exception.o,.comment,0x00000034,52
ex2_no_opt,exception.o,.debug_frame,0x00000020,32
ex2_no_opt,exception.o,.ARM.attributes,0x00000033,51
